99.6632	0.2223	0.0158	0.0211	0.0011	0.0039	0.0004	0.0002
98.9732	0.4523	0.0258	0.0211	0.0021	0.0019	0.0001	0.0002
99.0932	0.2543	0.0158	0.0211	0.0012	0.0021	0.0002	0.0002
99.8732	0.2983	0.0358	0.0211	0.0011	0.0022	0.0001	0.0001
98.9492	0.2783	0.0158	0.0211	0.0012	0.0019	0.0005	0.0002
99.9732	0.2223	0.0558	0.0211	0.0011	0.0014	0.0001	0.0002
99.3432	0.2223	0.0558	0.0211	0.0011	0.0014	0.0001	0.0002
99.9732	0.2223	0.0658	0.0211	0.0011	0.0024	0.0001	0.0007
99.6532	0.2223	0.0558	0.0211	0.0011	0.0014	0.0002	0.0002
99.9732	0.2223	0.0458	0.0211	0.0016	0.0034	0.0001	0.0008
99.4532	0.2223	0.0558	0.0211	0.0011	0.0014	0.0003	0.0002
99.9732	0.2223	0.0358	0.0211	0.0017	0.0044	0.0001	0.0005
99.1112	0.2223	0.0758	0.0211	0.0011	0.0014	0.0002	0.0002
99.2142	0.2223	0.0558	0.0211	0.0012	0.0064	0.0004	0.0006
99.9732	0.2223	0.0258	0.0211	0.0013	0.0034	0.0001	0.0002
99.7732	0.2223	0.0558	0.0211	0.0011	0.0014	0.0001	0.0002
97.5094	2.4076	0.0375	0.0226	0.0082	0.0155	0.0006	0.0010
97.5094	2.3456	0.0375	0.0226	0.0092	0.0198	0.0006	0.0009
97.3094	3.4076	0.0675	0.0226	0.0082	0.0171	0.0006	0.0010
97.5022	2.4076	0.0375	0.0226	0.0072	0.0222	0.0007	0.0011
97.1234	2.6786	0.0885	0.0226	0.0082	0.0298	0.0006	0.0010
97.7774	1.4076	0.0375	0.0226	0.0092	0.0131	0.0008	0.0012
97.7794	2.6789	0.0655	0.0226	0.0087	0.0155	0.0009	0.0010
97.5666	2.1116	0.0335	0.0226	0.0089	0.0221	0.0006	0.0014
97.5554	2.3456	0.0445	0.0226	0.0088	0.0161	0.0006	0.0010
97.1324	2.6112	0.0375	0.0256	0.0086	0.0131	0.0006	0.0013
96.1324	2.7112	0.0375	0.0226	0.0086	0.0131	0.0006	0.0013
97.1324	2.8112	0.0375	0.0226	0.0096	0.0231	0.0008	0.0013
97.1324	2.4112	0.0475	0.0276	0.0086	0.0131	0.0006	0.0010
97.4524	2.9112	0.0375	0.0226	0.0086	0.0221	0.0006	0.0013
97.1324	2.4112	0.0575	0.0277	0.0096	0.0131	0.0009	0.0012
97.7624	2.2112	0.0375	0.0276	0.0077	0.0131	0.0006	0.0013
97.1324	2.4112	0.0775	0.0226	0.0093	0.0251	0.0007	0.0012
97.1324	2.5112	0.0375	0.0204	0.0086	0.0222	0.0006	0.0013
97.1324	2.4112	0.0675	0.0216	0.0099	0.0131	0.0006	0.0011
96.6664	2.3112	0.0375	0.0226	0.0077	0.0191	0.0006	0.0013
97.1324	2.3142	0.0885	0.0226	0.0086	0.0261	0.0006	0.0013
97.8824	2.3112	0.0375	0.0226	0.0048	0.0191	0.0007	0.0011
97.1324	2.3172	0.0665	0.0226	0.0056	0.0222	0.0006	0.0013
97.9824	2.3992	0.0555	0.0226	0.0086	0.0191	0.0006	0.0013
97.1324	2.7775	0.0435	0.0226	0.0099	0.0291	0.0005	0.0010
97.2224	2.3112	0.0375	0.0226	0.0086	0.0213	0.0006	0.0013
97.1884	2.7652	0.0845	0.0226	0.0077	0.0211	0.0002	0.0010
97.1324	2.3345	0.0375	0.0226	0.0086	0.0311	0.0006	0.0010
97.4444	2.1112	0.0375	0.0226	0.0097	0.0201	0.0006	0.0013
97.1324	2.3112	0.0375	0.0226	0.0086	0.0191	0.0006	0.0013
96.8884	2.3112	0.0675	0.0226	0.0085	0.0213	0.0006	0.0011
97.1324	2.3112	0.0375	0.0226	0.0078	0.0191	0.0006	0.0013
97.7764	3.5555	0.0445	0.0226	0.0098	0.0222	0.0006	0.0013
97.1324	2.3112	0.0375	0.0226	0.0086	0.0291	0.0005	0.0013
97.9874	2.3762	0.0335	0.0226	0.0098	0.0188	0.0006	0.0010
97.1324	2.3165	0.0175	0.0226	0.0086	0.0216	0.0006	0.0013
97.9994	2.6582	0.0365	0.0226	0.0079	0.0191	0.0009	0.0011
97.5564	2.3112	0.0275	0.0226	0.0099	0.0291	0.0006	0.0013
97.1764	2.3668	0.0369	0.0226	0.0086	0.0199	0.0006	0.0014
97.5464	2.7652	0.0375	0.0226	0.0046	0.0234	0.0006	0.0013
97.1324	2.1152	0.0475	0.0226	0.0086	0.0227	0.0006	0.0013
97.5554	2.4452	0.0375	0.0226	0.0066	0.0274	0.0006	0.0013
97.1324	2.7652	0.0345	0.0226	0.0086	0.0199	0.0006	0.0010
97.9874	2.8952	0.0375	0.0226	0.0077	0.0234	0.0005	0.0013
97.1324	2.7652	0.0435	0.0226	0.0086	0.0288	0.0006	0.0013
97.2124	2.0452	0.0475	0.0226	0.0069	0.0204	0.0006	0.0011
97.7624	2.7652	0.0505	0.0226	0.0090	0.0234	0.0005	0.0013
97.1324	2.1112	0.0375	0.0226	0.0086	0.0204	0.0006	0.0014
97.1214	2.8952	0.0475	0.0226	0.0088	0.0312	0.0006	0.0013
97.1324	2.7652	0.0375	0.0226	0.0086	0.0234	0.0006	0.0013
